"key","value","expiration"
"nyanners@nya.nya|127.0.0.1","i:1;","1713040480"
"nyanners@nya.nya|127.0.0.1:timer","i:1713040480;","1713040480"
"key","owner","expiration"
"Code_dish","Code_ufm","Name_dish","Description","Calorie","Price","Code_tod"
"2529","Carotte","8"
"2530","Concombre","8"
"2531","Cornichon","8"
"2532","Poivron","1"
"2533","Citrouille","5"
"2534","Épinard","2"
"2535","Poireau","6"
"2536","Poireau","3"
"2537","Gingembre","5"
"2538","Brocoli","1"
"2539","Poireau","5"
"2540","Poireau","4"
"2541","Gingembre","4"
"2542","Ail","10"
"2543","Cornichon","7"
"2544","Basil","5"
"2545","Chilie","5"
"2546","Citrouille","7"
"2547","Chilie","7"
"2548","Champignon","5"
"2549","Poireau","10"
"2550","Ail","6"
"2551","Poivron","9"
"2552","Oignon","8"
"2553","Avocat","8"
"2554","Persil","7"
"2555","Gingembre","5"
"2556","Basil","2"
"2557","Cornichon","4"
"2558","Oignon","6"
"2559","Gingembre","2"
"2560","Oignon","3"
"2561","Cornichon","2"
"2562","Brocoli","6"
"2563","Oignon","1"
"2564","Pomme de terre","8"
"2565","Épinard","5"
"2566","Poireau","10"
"2567","Basil","3"
"2568","Pomme de terre","7"
"2569","Pomme de terre","3"
"2570","Oignon","1"
"2571","Blé","3"
"2572","Carotte","5"
"2573","Carotte","1"
"2574","Aubergine","8"
"2575","Romarin","10"
"2576","Concombre","9"
"2577","Menthe","1"
"2578","Champignon","10"
"2579","Ail","8"
"2580","Gingembre","5"
"2581","Tomate","5"
"2582","Menthe","7"
"2583","Menthe","2"
"2584","Concombre","10"
"2585","Poireau","5"
"2586","Carotte","1"
"2587","Aubergine","3"
"2588","Avocat","4"
"2589","Gingembre","1"
"2590","Aubergine","10"
"2591","Brocoli","9"
"2592","Brocoli","3"
"2593","Ail","10"
"2594","Carotte","7"
"2595","Basil","5"
"2596","Cornichon","1"
"2597","Basil","7"
"2598","Aubergine","3"
"2599","Gingembre","3"
"2600","Basil","6"
"2601","Menthe","7"
"2602","Blé","1"
"2603","Basil","7"
"2604","Basil","9"
"2605","Oignon","8"
"2606","Aubergine","4"
"2607","Ail","1"
"2608","Menthe","6"
"2609","Champignon","5"
"2610","Brocoli","8"
"2611","Oignon","5"
"2612","Persil","5"
"2613","Basil","3"
"2614","Épinard","7"
"2615","Blé","1"
"2616","Brocoli","5"
"2617","Citrouille","3"
"2618","Citrouille","6"
"2619","Poireau","5"
"2620","Champignon","3"
"2621","Carotte","9"
"2622","Blé","2"
"2623","Tomate","1"
"2624","Tomate","9"
"2625","Carotte","3"
"2626","Poireau","9"
"2627","Épinard","10"
"2628","Pomme de terre","2"
"2629","Poivron","3"
"2630","Concombre","9"
"2631","Chilie","10"
"2632","Persil","7"
"2633","Carotte","4"
"2634","Avocat","3"
"2635","Champignon","10"
"2636","Champignon","7"
"2637","Gingembre","3"
"2638","Citrouille","4"
"2639","Oignon","2"
"2640","Persil","1"
"2641","Concombre","2"
"2642","Champignon","2"
"2643","Basil","1"
"2644","Avocat","3"
"2645","Poireau","6"
"2646","Épinard","6"
"2647","Basil","10"
"2648","Tomate","9"
"2649","Persil","4"
"2650","Cornichon","9"
"2651","Blé","3"
"2652","Citrouille","9"
"2653","Citrouille","9"
"2654","Tomate","10"
"2655","Blé","6"
"2656","Tomate","5"
"2657","Épinard","8"
"2658","Tomate","1"
"2659","Avocat","1"
"2660","Chilie","10"
"2661","Pomme de terre","6"
"2662","Épinard","3"
"2663","Basil","2"
"2664","Cornichon","10"
"2665","Persil","3"
"2666","Aubergine","5"
"2667","Blé","5"
"2668","Romarin","5"
"2669","Épinard","7"
"2670","Ail","8"
"2671","Poivron","1"
"2672","Ail","6"
"2673","Ail","7"
"2674","Basil","8"
"2675","Chilie","4"
"2676","Cornichon","8"
"2677","Pomme de terre","2"
"2678","Gingembre","5"
"2679","Blé","5"
"2680","Champignon","9"
"2681","Chilie","5"
"2682","Aubergine","10"
"2683","Poireau","8"
"2684","Gingembre","8"
"2685","Cornichon","6"
"2686","Basil","7"
"2687","Champignon","4"
"2688","Brocoli","7"
"2689","Pomme de terre","7"
"2690","Ail","7"
"2691","Menthe","9"
"2692","Carotte","1"
"2693","Tomate","3"
"2694","Citrouille","10"
"2695","Concombre","1"
"2696","Blé","4"
"2697","Épinard","9"
"2698","Ail","10"
"2699","Pomme de terre","10"
"2700","Blé","1"
"product_id","ufm_id","dish_id","product_count"
"Code_pt","Name_pt"
"1","نقانق الجبن"
"2","نقانق لحم بقري"
"3","بيتزا بالجبنة"
"4","ساندوتش فيجي"
"5","ليتل همبرغر"
"6","ليتل تشيز برجر"
"7","برغر لحم بالجبنة"
"8","ليتل تشيز برجر"
"9","بيتزا بالجبنة"
"10","معكرونة"
"id","user_id","ip_address","user_agent","payload","last_activity"
"4mxaLw70kopBianUjjrYlnjhoitosKzPUZRWINOA","1","127.0.0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0","YTo2OntzOjY6Il90b2tlbiI7czo0MDoiQjlNYmp5cE8xbUsxWlVFSTZtRFd4NXgwODFZRkQwN3FHNzZBbjZNRCI7czo5OiJfcHJldmlvdXMiO2E6MTp7czozOiJ1cmwiO3M6MzA6Imh0dHA6Ly9sb2NhbGhvc3Q6ODAwMC9wcm9kdWN0cyI7fXM6NjoiX2ZsYXNoIjthOjI6e3M6Mzoib2xkIjthOjA6e31zOjM6Im5ldyI7YTowOnt9fXM6MzoidXJsIjthOjA6e31zOjUwOiJsb2dpbl93ZWJfNTliYTM2YWRkYzJiMmY5NDAxNTgwZjAxNGM3ZjU4ZWE0ZTMwOTg5ZCI7aToxO3M6NDoiYXV0aCI7YToxOntzOjIxOiJwYXNzd29yZF9jb25maXJtZWRfYXQiO2k6MTcxMzA0MDQ0Mzt9fQ==","1713041386"
"JBDSwoCE8MlB51LAM7jnrhRgeLptu6BtyUNY0eut",NULL,"127.0.0.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0","YTozOntzOjY6Il90b2tlbiI7czo0MDoidEJjdkpaQmpuWmxxanRTMjFMWFNxY3BWalBKNURKenVDajFITzNSdiI7czo2OiJfZmxhc2giO2E6Mjp7czozOiJuZXciO2E6MDp7fXM6Mzoib2xkIjthOjA6e319czo5OiJfcHJldmlvdXMiO2E6MTp7czozOiJ1cmwiO3M6MzU6Imh0dHA6Ly8xMjcuMC4wLjE6ODAwMC9kaXNoLzU3Mi9lZGl0Ijt9fQ==","1713043388"
"Code_tod","Name_tod"
"3","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5312 (KHTML, like Gecko) Chrome/40.0.802.0 Mobile Safari/5312"
"4","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/36.0.850.0 Mobile Safari/5342"
"5","Mozilla/5.0 (Windows 95) AppleWebKit/5311 (KHTML, like Gecko) Chrome/39.0.818.0 Mobile Safari/5311"
"6","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3) AppleWebKit/5351 (KHTML, like Gecko) Chrome/38.0.844.0 Mobile Safari/5351"
"7","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/36.0.846.0 Mobile Safari/5342"
"8","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/40.0.820.0 Mobile Safari/5360"
"9","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/39.0.868.0 Mobile Safari/5341"
"10","Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5362 (KHTML, like Gecko) Chrome/38.0.802.0 Mobile Safari/5362"
"11","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/38.0.851.0 Mobile Safari/5321"
"12","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.823.0 Mobile Safari/5322"
"13","Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5) AppleWebKit/5331 (KHTML, like Gecko) Chrome/40.0.892.0 Mobile Safari/5331"
"14","Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5350 (KHTML, like Gecko) Chrome/38.0.814.0 Mobile Safari/5350"
"Code_ufm","Name_ufm","Designation"
"3","aperiam","Ab molestias dolores laborum. Vitae provident reprehenderit ducimus tempore quia nihil sed. In cupiditate et ab nisi."
"4","aut","A ut voluptatem nihil aut alias reprehenderit. Maxime aliquam sed aliquid dolore. Culpa est itaque tempore et voluptas aut."
"5","aspernatur","Beatae quo soluta consequatur error dolorum nihil sit. Ab nam qui sit inventore. Perferendis et perferendis a expedita ratione nisi delectus. Debitis cumque asperiores magni error ut."
"6","ab","Quasi esse sequi saepe soluta. Perferendis aut voluptate rerum est. Magni veniam ut id quod. Laboriosam unde atque vel velit aut."
"id","name","email","email_verified_at","password","remember_token","created_at","updated_at"
"1","nyanners","nyan@nyan.nya",NULL,"$2y$12$FuA4PJchRlRudiz68Yyfv.t8gBQYf3c5Kyk9cVWPpWYDFifMJdhre",NULL,"2024-04-13 13:36:19","2024-04-13 20:34:03"
"2","Sister Auer","istamm@example.net","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","pGPCdA0MTK","2024-04-13 13:37:36","2024-04-13 13:37:36"
"3","Syble Treutel","harris.myrtice@example.org","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","5McucWquYX","2024-04-13 13:37:36","2024-04-13 13:37:36"
"4","Dee Stiedemann","reichert.kristina@example.org","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","Lu9xeREk17","2024-04-13 13:37:36","2024-04-13 13:37:36"
"5","Ben Kuhn PhD","jast.claire@example.org","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","8KFgR9FUrr","2024-04-13 13:37:36","2024-04-13 13:37:36"
"6","Dr. Brad Cremin PhD","douglas.mckenzie@example.com","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","SGGDTYVFPC","2024-04-13 13:37:36","2024-04-13 13:37:36"
"7","Ms. Chaya Cronin","margarita.blanda@example.net","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","g4vsZC7fGm","2024-04-13 13:37:36","2024-04-13 13:37:36"
"8","Javonte Renner","bednar.valentina@example.org","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","69hyDjAL8N","2024-04-13 13:37:36","2024-04-13 13:37:36"
"9","Bernard Gaylord","hintz.paolo@example.net","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","kaZPuuvpxQ","2024-04-13 13:37:36","2024-04-13 13:37:36"
"10","Roxanne Mayert","richie.rutherford@example.com","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","lTrRKkCMjq","2024-04-13 13:37:36","2024-04-13 13:37:36"
"11","Alexander Beahan","rice.rosalyn@example.org","2024-04-13 13:37:36","$2y$10$92IXUNpkjO0rOQ5byMi.Ye4oKoEa3Ro9llC/.og/at2.uheWG/igi","DbLmBNvE6h","2024-04-13 13:37:36","2024-04-13 13:37:36"
